Filename,Code Path,age,hours,grade,collgrad,married,south,smsa,c_city,ttl_exp,tenure
universe_297.R,_start,+ age,,+ grade,+ collgrad,,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_298.R,_start,+ age,,+ grade,+ collgrad,,+ south,,+ c_city,+ ttl_exp,
universe_299.R,_start,+ age,,+ grade,+ collgrad,,+ south,,+ c_city,,+ tenure
universe_300.R,_start,+ age,,+ grade,+ collgrad,,+ south,,+ c_city,,
universe_301.R,_start,+ age,,+ grade,+ collgrad,,+ south,,,+ ttl_exp,+ tenure
universe_302.R,_start,+ age,,+ grade,+ collgrad,,+ south,,,+ ttl_exp,
universe_303.R,_start,+ age,,+ grade,+ collgrad,,+ south,,,,+ tenure
universe_304.R,_start,+ age,,+ grade,+ collgrad,,+ south,,,,
universe_305.R,_start,+ age,,+ grade,+ collgrad,,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_306.R,_start,+ age,,+ grade,+ collgrad,,,+ smsa,+ c_city,+ ttl_exp,
universe_307.R,_start,+ age,,+ grade,+ collgrad,,,+ smsa,+ c_city,,+ tenure
universe_308.R,_start,+ age,,+ grade,+ collgrad,,,+ smsa,+ c_city,,
universe_309.R,_start,+ age,,+ grade,+ collgrad,,,+ smsa,,+ ttl_exp,+ tenure
universe_310.R,_start,+ age,,+ grade,+ collgrad,,,+ smsa,,+ ttl_exp,
universe_311.R,_start,+ age,,+ grade,+ collgrad,,,+ smsa,,,+ tenure
universe_312.R,_start,+ age,,+ grade,+ collgrad,,,+ smsa,,,
universe_313.R,_start,+ age,,+ grade,+ collgrad,,,,+ c_city,+ ttl_exp,+ tenure
universe_314.R,_start,+ age,,+ grade,+ collgrad,,,,+ c_city,+ ttl_exp,
universe_315.R,_start,+ age,,+ grade,+ collgrad,,,,+ c_city,,+ tenure
universe_316.R,_start,+ age,,+ grade,+ collgrad,,,,+ c_city,,
universe_317.R,_start,+ age,,+ grade,+ collgrad,,,,,+ ttl_exp,+ tenure
universe_318.R,_start,+ age,,+ grade,+ collgrad,,,,,+ ttl_exp,
universe_319.R,_start,+ age,,+ grade,+ collgrad,,,,,,+ tenure
universe_320.R,_start,+ age,,+ grade,+ collgrad,,,,,,
universe_321.R,_start,+ age,,+ grade,,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_322.R,_start,+ age,,+ grade,,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_323.R,_start,+ age,,+ grade,,+ married,+ south,+ smsa,+ c_city,,+ tenure
universe_324.R,_start,+ age,,+ grade,,+ married,+ south,+ smsa,+ c_city,,
universe_325.R,_start,+ age,,+ grade,,+ married,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_326.R,_start,+ age,,+ grade,,+ married,+ south,+ smsa,,+ ttl_exp,
universe_327.R,_start,+ age,,+ grade,,+ married,+ south,+ smsa,,,+ tenure
universe_328.R,_start,+ age,,+ grade,,+ married,+ south,+ smsa,,,
universe_329.R,_start,+ age,,+ grade,,+ married,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_330.R,_start,+ age,,+ grade,,+ married,+ south,,+ c_city,+ ttl_exp,
universe_331.R,_start,+ age,,+ grade,,+ married,+ south,,+ c_city,,+ tenure
universe_332.R,_start,+ age,,+ grade,,+ married,+ south,,+ c_city,,
universe_333.R,_start,+ age,,+ grade,,+ married,+ south,,,+ ttl_exp,+ tenure
universe_334.R,_start,+ age,,+ grade,,+ married,+ south,,,+ ttl_exp,
universe_335.R,_start,+ age,,+ grade,,+ married,+ south,,,,+ tenure
universe_336.R,_start,+ age,,+ grade,,+ married,+ south,,,,
universe_337.R,_start,+ age,,+ grade,,+ married,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_338.R,_start,+ age,,+ grade,,+ married,,+ smsa,+ c_city,+ ttl_exp,
universe_339.R,_start,+ age,,+ grade,,+ married,,+ smsa,+ c_city,,+ tenure
universe_340.R,_start,+ age,,+ grade,,+ married,,+ smsa,+ c_city,,
universe_341.R,_start,+ age,,+ grade,,+ married,,+ smsa,,+ ttl_exp,+ tenure
universe_342.R,_start,+ age,,+ grade,,+ married,,+ smsa,,+ ttl_exp,
universe_343.R,_start,+ age,,+ grade,,+ married,,+ smsa,,,+ tenure
universe_344.R,_start,+ age,,+ grade,,+ married,,+ smsa,,,
universe_345.R,_start,+ age,,+ grade,,+ married,,,+ c_city,+ ttl_exp,+ tenure
universe_346.R,_start,+ age,,+ grade,,+ married,,,+ c_city,+ ttl_exp,
universe_347.R,_start,+ age,,+ grade,,+ married,,,+ c_city,,+ tenure
universe_348.R,_start,+ age,,+ grade,,+ married,,,+ c_city,,
universe_349.R,_start,+ age,,+ grade,,+ married,,,,+ ttl_exp,+ tenure
universe_350.R,_start,+ age,,+ grade,,+ married,,,,+ ttl_exp,
universe_351.R,_start,+ age,,+ grade,,+ married,,,,,+ tenure
universe_352.R,_start,+ age,,+ grade,,+ married,,,,,
universe_353.R,_start,+ age,,+ grade,,,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_354.R,_start,+ age,,+ grade,,,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_355.R,_start,+ age,,+ grade,,,+ south,+ smsa,+ c_city,,+ tenure
universe_356.R,_start,+ age,,+ grade,,,+ south,+ smsa,+ c_city,,
universe_357.R,_start,+ age,,+ grade,,,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_358.R,_start,+ age,,+ grade,,,+ south,+ smsa,,+ ttl_exp,
universe_359.R,_start,+ age,,+ grade,,,+ south,+ smsa,,,+ tenure
universe_360.R,_start,+ age,,+ grade,,,+ south,+ smsa,,,
universe_361.R,_start,+ age,,+ grade,,,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_362.R,_start,+ age,,+ grade,,,+ south,,+ c_city,+ ttl_exp,
universe_363.R,_start,+ age,,+ grade,,,+ south,,+ c_city,,+ tenure
universe_364.R,_start,+ age,,+ grade,,,+ south,,+ c_city,,
universe_365.R,_start,+ age,,+ grade,,,+ south,,,+ ttl_exp,+ tenure
universe_366.R,_start,+ age,,+ grade,,,+ south,,,+ ttl_exp,
universe_367.R,_start,+ age,,+ grade,,,+ south,,,,+ tenure
universe_368.R,_start,+ age,,+ grade,,,+ south,,,,
universe_369.R,_start,+ age,,+ grade,,,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_370.R,_start,+ age,,+ grade,,,,+ smsa,+ c_city,+ ttl_exp,
universe_371.R,_start,+ age,,+ grade,,,,+ smsa,+ c_city,,+ tenure
universe_372.R,_start,+ age,,+ grade,,,,+ smsa,+ c_city,,
universe_373.R,_start,+ age,,+ grade,,,,+ smsa,,+ ttl_exp,+ tenure
universe_374.R,_start,+ age,,+ grade,,,,+ smsa,,+ ttl_exp,
universe_375.R,_start,+ age,,+ grade,,,,+ smsa,,,+ tenure
universe_376.R,_start,+ age,,+ grade,,,,+ smsa,,,
universe_377.R,_start,+ age,,+ grade,,,,,+ c_city,+ ttl_exp,+ tenure
universe_378.R,_start,+ age,,+ grade,,,,,+ c_city,+ ttl_exp,
universe_379.R,_start,+ age,,+ grade,,,,,+ c_city,,+ tenure
universe_380.R,_start,+ age,,+ grade,,,,,+ c_city,,
universe_381.R,_start,+ age,,+ grade,,,,,,+ ttl_exp,+ tenure
universe_382.R,_start,+ age,,+ grade,,,,,,+ ttl_exp,
universe_383.R,_start,+ age,,+ grade,,,,,,,+ tenure
universe_384.R,_start,+ age,,+ grade,,,,,,,
universe_385.R,_start,+ age,,,+ collgrad,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_386.R,_start,+ age,,,+ collgrad,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_387.R,_start,+ age,,,+ collgrad,+ married,+ south,+ smsa,+ c_city,,+ tenure
universe_388.R,_start,+ age,,,+ collgrad,+ married,+ south,+ smsa,+ c_city,,
universe_389.R,_start,+ age,,,+ collgrad,+ married,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_390.R,_start,+ age,,,+ collgrad,+ married,+ south,+ smsa,,+ ttl_exp,
universe_391.R,_start,+ age,,,+ collgrad,+ married,+ south,+ smsa,,,+ tenure
universe_392.R,_start,+ age,,,+ collgrad,+ married,+ south,+ smsa,,,
universe_393.R,_start,+ age,,,+ collgrad,+ married,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_394.R,_start,+ age,,,+ collgrad,+ married,+ south,,+ c_city,+ ttl_exp,
universe_395.R,_start,+ age,,,+ collgrad,+ married,+ south,,+ c_city,,+ tenure
universe_396.R,_start,+ age,,,+ collgrad,+ married,+ south,,+ c_city,,
universe_397.R,_start,+ age,,,+ collgrad,+ married,+ south,,,+ ttl_exp,+ tenure
universe_398.R,_start,+ age,,,+ collgrad,+ married,+ south,,,+ ttl_exp,
universe_399.R,_start,+ age,,,+ collgrad,+ married,+ south,,,,+ tenure
universe_400.R,_start,+ age,,,+ collgrad,+ married,+ south,,,,
universe_401.R,_start,+ age,,,+ collgrad,+ married,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_402.R,_start,+ age,,,+ collgrad,+ married,,+ smsa,+ c_city,+ ttl_exp,
universe_403.R,_start,+ age,,,+ collgrad,+ married,,+ smsa,+ c_city,,+ tenure
universe_404.R,_start,+ age,,,+ collgrad,+ married,,+ smsa,+ c_city,,
universe_405.R,_start,+ age,,,+ collgrad,+ married,,+ smsa,,+ ttl_exp,+ tenure
universe_406.R,_start,+ age,,,+ collgrad,+ married,,+ smsa,,+ ttl_exp,
universe_407.R,_start,+ age,,,+ collgrad,+ married,,+ smsa,,,+ tenure
universe_408.R,_start,+ age,,,+ collgrad,+ married,,+ smsa,,,
universe_409.R,_start,+ age,,,+ collgrad,+ married,,,+ c_city,+ ttl_exp,+ tenure
universe_410.R,_start,+ age,,,+ collgrad,+ married,,,+ c_city,+ ttl_exp,
universe_411.R,_start,+ age,,,+ collgrad,+ married,,,+ c_city,,+ tenure
universe_412.R,_start,+ age,,,+ collgrad,+ married,,,+ c_city,,
universe_413.R,_start,+ age,,,+ collgrad,+ married,,,,+ ttl_exp,+ tenure
universe_414.R,_start,+ age,,,+ collgrad,+ married,,,,+ ttl_exp,
universe_415.R,_start,+ age,,,+ collgrad,+ married,,,,,+ tenure
universe_416.R,_start,+ age,,,+ collgrad,+ married,,,,,
universe_417.R,_start,+ age,,,+ collgrad,,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_418.R,_start,+ age,,,+ collgrad,,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_419.R,_start,+ age,,,+ collgrad,,+ south,+ smsa,+ c_city,,+ tenure
universe_420.R,_start,+ age,,,+ collgrad,,+ south,+ smsa,+ c_city,,
universe_421.R,_start,+ age,,,+ collgrad,,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_422.R,_start,+ age,,,+ collgrad,,+ south,+ smsa,,+ ttl_exp,
universe_423.R,_start,+ age,,,+ collgrad,,+ south,+ smsa,,,+ tenure
universe_424.R,_start,+ age,,,+ collgrad,,+ south,+ smsa,,,
universe_425.R,_start,+ age,,,+ collgrad,,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_426.R,_start,+ age,,,+ collgrad,,+ south,,+ c_city,+ ttl_exp,
universe_427.R,_start,+ age,,,+ collgrad,,+ south,,+ c_city,,+ tenure
universe_428.R,_start,+ age,,,+ collgrad,,+ south,,+ c_city,,
universe_429.R,_start,+ age,,,+ collgrad,,+ south,,,+ ttl_exp,+ tenure
universe_430.R,_start,+ age,,,+ collgrad,,+ south,,,+ ttl_exp,
universe_431.R,_start,+ age,,,+ collgrad,,+ south,,,,+ tenure
universe_432.R,_start,+ age,,,+ collgrad,,+ south,,,,
universe_433.R,_start,+ age,,,+ collgrad,,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_434.R,_start,+ age,,,+ collgrad,,,+ smsa,+ c_city,+ ttl_exp,
universe_435.R,_start,+ age,,,+ collgrad,,,+ smsa,+ c_city,,+ tenure
universe_436.R,_start,+ age,,,+ collgrad,,,+ smsa,+ c_city,,
universe_437.R,_start,+ age,,,+ collgrad,,,+ smsa,,+ ttl_exp,+ tenure
universe_438.R,_start,+ age,,,+ collgrad,,,+ smsa,,+ ttl_exp,
universe_439.R,_start,+ age,,,+ collgrad,,,+ smsa,,,+ tenure
universe_440.R,_start,+ age,,,+ collgrad,,,+ smsa,,,
universe_441.R,_start,+ age,,,+ collgrad,,,,+ c_city,+ ttl_exp,+ tenure
universe_442.R,_start,+ age,,,+ collgrad,,,,+ c_city,+ ttl_exp,
universe_443.R,_start,+ age,,,+ collgrad,,,,+ c_city,,+ tenure
universe_444.R,_start,+ age,,,+ collgrad,,,,+ c_city,,
universe_445.R,_start,+ age,,,+ collgrad,,,,,+ ttl_exp,+ tenure
universe_446.R,_start,+ age,,,+ collgrad,,,,,+ ttl_exp,
universe_447.R,_start,+ age,,,+ collgrad,,,,,,+ tenure
universe_448.R,_start,+ age,,,+ collgrad,,,,,,
universe_449.R,_start,+ age,,,,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_450.R,_start,+ age,,,,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_451.R,_start,+ age,,,,+ married,+ south,+ smsa,+ c_city,,+ tenure
universe_452.R,_start,+ age,,,,+ married,+ south,+ smsa,+ c_city,,
universe_453.R,_start,+ age,,,,+ married,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_454.R,_start,+ age,,,,+ married,+ south,+ smsa,,+ ttl_exp,
universe_455.R,_start,+ age,,,,+ married,+ south,+ smsa,,,+ tenure
universe_456.R,_start,+ age,,,,+ married,+ south,+ smsa,,,
universe_457.R,_start,+ age,,,,+ married,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_458.R,_start,+ age,,,,+ married,+ south,,+ c_city,+ ttl_exp,
universe_459.R,_start,+ age,,,,+ married,+ south,,+ c_city,,+ tenure
universe_460.R,_start,+ age,,,,+ married,+ south,,+ c_city,,
universe_461.R,_start,+ age,,,,+ married,+ south,,,+ ttl_exp,+ tenure
universe_462.R,_start,+ age,,,,+ married,+ south,,,+ ttl_exp,
universe_463.R,_start,+ age,,,,+ married,+ south,,,,+ tenure
universe_464.R,_start,+ age,,,,+ married,+ south,,,,
universe_465.R,_start,+ age,,,,+ married,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_466.R,_start,+ age,,,,+ married,,+ smsa,+ c_city,+ ttl_exp,
universe_467.R,_start,+ age,,,,+ married,,+ smsa,+ c_city,,+ tenure
universe_468.R,_start,+ age,,,,+ married,,+ smsa,+ c_city,,
universe_469.R,_start,+ age,,,,+ married,,+ smsa,,+ ttl_exp,+ tenure
universe_470.R,_start,+ age,,,,+ married,,+ smsa,,+ ttl_exp,
universe_471.R,_start,+ age,,,,+ married,,+ smsa,,,+ tenure
universe_472.R,_start,+ age,,,,+ married,,+ smsa,,,
universe_473.R,_start,+ age,,,,+ married,,,+ c_city,+ ttl_exp,+ tenure
universe_474.R,_start,+ age,,,,+ married,,,+ c_city,+ ttl_exp,
universe_475.R,_start,+ age,,,,+ married,,,+ c_city,,+ tenure
universe_476.R,_start,+ age,,,,+ married,,,+ c_city,,
universe_477.R,_start,+ age,,,,+ married,,,,+ ttl_exp,+ tenure
universe_478.R,_start,+ age,,,,+ married,,,,+ ttl_exp,
universe_479.R,_start,+ age,,,,+ married,,,,,+ tenure
universe_480.R,_start,+ age,,,,+ married,,,,,
universe_481.R,_start,+ age,,,,,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_482.R,_start,+ age,,,,,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_483.R,_start,+ age,,,,,+ south,+ smsa,+ c_city,,+ tenure
universe_484.R,_start,+ age,,,,,+ south,+ smsa,+ c_city,,
universe_485.R,_start,+ age,,,,,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_486.R,_start,+ age,,,,,+ south,+ smsa,,+ ttl_exp,
universe_487.R,_start,+ age,,,,,+ south,+ smsa,,,+ tenure
universe_488.R,_start,+ age,,,,,+ south,+ smsa,,,
universe_489.R,_start,+ age,,,,,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_490.R,_start,+ age,,,,,+ south,,+ c_city,+ ttl_exp,
universe_491.R,_start,+ age,,,,,+ south,,+ c_city,,+ tenure
universe_492.R,_start,+ age,,,,,+ south,,+ c_city,,
universe_493.R,_start,+ age,,,,,+ south,,,+ ttl_exp,+ tenure
universe_494.R,_start,+ age,,,,,+ south,,,+ ttl_exp,
universe_495.R,_start,+ age,,,,,+ south,,,,+ tenure
universe_496.R,_start,+ age,,,,,+ south,,,,
universe_497.R,_start,+ age,,,,,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_498.R,_start,+ age,,,,,,+ smsa,+ c_city,+ ttl_exp,
universe_499.R,_start,+ age,,,,,,+ smsa,+ c_city,,+ tenure
universe_500.R,_start,+ age,,,,,,+ smsa,+ c_city,,
universe_501.R,_start,+ age,,,,,,+ smsa,,+ ttl_exp,+ tenure
universe_502.R,_start,+ age,,,,,,+ smsa,,+ ttl_exp,
universe_503.R,_start,+ age,,,,,,+ smsa,,,+ tenure
universe_504.R,_start,+ age,,,,,,+ smsa,,,
universe_505.R,_start,+ age,,,,,,,+ c_city,+ ttl_exp,+ tenure
universe_506.R,_start,+ age,,,,,,,+ c_city,+ ttl_exp,
universe_507.R,_start,+ age,,,,,,,+ c_city,,+ tenure
universe_508.R,_start,+ age,,,,,,,+ c_city,,
universe_509.R,_start,+ age,,,,,,,,+ ttl_exp,+ tenure
universe_510.R,_start,+ age,,,,,,,,+ ttl_exp,
universe_511.R,_start,+ age,,,,,,,,,+ tenure
universe_512.R,_start,+ age,,,,,,,,,
universe_513.R,_start,,+ hours,+ grade,+ collgrad,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_514.R,_start,,+ hours,+ grade,+ collgrad,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_515.R,_start,,+ hours,+ grade,+ collgrad,+ married,+ south,+ smsa,+ c_city,,+ tenure
universe_516.R,_start,,+ hours,+ grade,+ collgrad,+ married,+ south,+ smsa,+ c_city,,
universe_517.R,_start,,+ hours,+ grade,+ collgrad,+ married,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_518.R,_start,,+ hours,+ grade,+ collgrad,+ married,+ south,+ smsa,,+ ttl_exp,
universe_519.R,_start,,+ hours,+ grade,+ collgrad,+ married,+ south,+ smsa,,,+ tenure
universe_520.R,_start,,+ hours,+ grade,+ collgrad,+ married,+ south,+ smsa,,,
universe_521.R,_start,,+ hours,+ grade,+ collgrad,+ married,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_522.R,_start,,+ hours,+ grade,+ collgrad,+ married,+ south,,+ c_city,+ ttl_exp,
universe_523.R,_start,,+ hours,+ grade,+ collgrad,+ married,+ south,,+ c_city,,+ tenure
universe_524.R,_start,,+ hours,+ grade,+ collgrad,+ married,+ south,,+ c_city,,
universe_525.R,_start,,+ hours,+ grade,+ collgrad,+ married,+ south,,,+ ttl_exp,+ tenure
universe_526.R,_start,,+ hours,+ grade,+ collgrad,+ married,+ south,,,+ ttl_exp,
universe_527.R,_start,,+ hours,+ grade,+ collgrad,+ married,+ south,,,,+ tenure
universe_528.R,_start,,+ hours,+ grade,+ collgrad,+ married,+ south,,,,
universe_529.R,_start,,+ hours,+ grade,+ collgrad,+ married,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_530.R,_start,,+ hours,+ grade,+ collgrad,+ married,,+ smsa,+ c_city,+ ttl_exp,
universe_531.R,_start,,+ hours,+ grade,+ collgrad,+ married,,+ smsa,+ c_city,,+ tenure
universe_532.R,_start,,+ hours,+ grade,+ collgrad,+ married,,+ smsa,+ c_city,,
universe_533.R,_start,,+ hours,+ grade,+ collgrad,+ married,,+ smsa,,+ ttl_exp,+ tenure
universe_534.R,_start,,+ hours,+ grade,+ collgrad,+ married,,+ smsa,,+ ttl_exp,
universe_535.R,_start,,+ hours,+ grade,+ collgrad,+ married,,+ smsa,,,+ tenure
universe_536.R,_start,,+ hours,+ grade,+ collgrad,+ married,,+ smsa,,,
universe_537.R,_start,,+ hours,+ grade,+ collgrad,+ married,,,+ c_city,+ ttl_exp,+ tenure
universe_538.R,_start,,+ hours,+ grade,+ collgrad,+ married,,,+ c_city,+ ttl_exp,
universe_539.R,_start,,+ hours,+ grade,+ collgrad,+ married,,,+ c_city,,+ tenure
universe_540.R,_start,,+ hours,+ grade,+ collgrad,+ married,,,+ c_city,,
universe_541.R,_start,,+ hours,+ grade,+ collgrad,+ married,,,,+ ttl_exp,+ tenure
universe_542.R,_start,,+ hours,+ grade,+ collgrad,+ married,,,,+ ttl_exp,
universe_543.R,_start,,+ hours,+ grade,+ collgrad,+ married,,,,,+ tenure
universe_544.R,_start,,+ hours,+ grade,+ collgrad,+ married,,,,,
universe_545.R,_start,,+ hours,+ grade,+ collgrad,,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_546.R,_start,,+ hours,+ grade,+ collgrad,,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_547.R,_start,,+ hours,+ grade,+ collgrad,,+ south,+ smsa,+ c_city,,+ tenure
universe_548.R,_start,,+ hours,+ grade,+ collgrad,,+ south,+ smsa,+ c_city,,
universe_549.R,_start,,+ hours,+ grade,+ collgrad,,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_550.R,_start,,+ hours,+ grade,+ collgrad,,+ south,+ smsa,,+ ttl_exp,
universe_551.R,_start,,+ hours,+ grade,+ collgrad,,+ south,+ smsa,,,+ tenure
universe_552.R,_start,,+ hours,+ grade,+ collgrad,,+ south,+ smsa,,,
universe_553.R,_start,,+ hours,+ grade,+ collgrad,,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_554.R,_start,,+ hours,+ grade,+ collgrad,,+ south,,+ c_city,+ ttl_exp,
universe_555.R,_start,,+ hours,+ grade,+ collgrad,,+ south,,+ c_city,,+ tenure
universe_556.R,_start,,+ hours,+ grade,+ collgrad,,+ south,,+ c_city,,
universe_557.R,_start,,+ hours,+ grade,+ collgrad,,+ south,,,+ ttl_exp,+ tenure
universe_558.R,_start,,+ hours,+ grade,+ collgrad,,+ south,,,+ ttl_exp,
universe_559.R,_start,,+ hours,+ grade,+ collgrad,,+ south,,,,+ tenure
universe_560.R,_start,,+ hours,+ grade,+ collgrad,,+ south,,,,
universe_561.R,_start,,+ hours,+ grade,+ collgrad,,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_562.R,_start,,+ hours,+ grade,+ collgrad,,,+ smsa,+ c_city,+ ttl_exp,
universe_563.R,_start,,+ hours,+ grade,+ collgrad,,,+ smsa,+ c_city,,+ tenure
universe_564.R,_start,,+ hours,+ grade,+ collgrad,,,+ smsa,+ c_city,,
universe_565.R,_start,,+ hours,+ grade,+ collgrad,,,+ smsa,,+ ttl_exp,+ tenure
universe_566.R,_start,,+ hours,+ grade,+ collgrad,,,+ smsa,,+ ttl_exp,
universe_567.R,_start,,+ hours,+ grade,+ collgrad,,,+ smsa,,,+ tenure
universe_568.R,_start,,+ hours,+ grade,+ collgrad,,,+ smsa,,,
universe_569.R,_start,,+ hours,+ grade,+ collgrad,,,,+ c_city,+ ttl_exp,+ tenure
universe_570.R,_start,,+ hours,+ grade,+ collgrad,,,,+ c_city,+ ttl_exp,
universe_571.R,_start,,+ hours,+ grade,+ collgrad,,,,+ c_city,,+ tenure
universe_572.R,_start,,+ hours,+ grade,+ collgrad,,,,+ c_city,,
universe_573.R,_start,,+ hours,+ grade,+ collgrad,,,,,+ ttl_exp,+ tenure
universe_574.R,_start,,+ hours,+ grade,+ collgrad,,,,,+ ttl_exp,
universe_575.R,_start,,+ hours,+ grade,+ collgrad,,,,,,+ tenure
universe_576.R,_start,,+ hours,+ grade,+ collgrad,,,,,,
universe_577.R,_start,,+ hours,+ grade,,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_578.R,_start,,+ hours,+ grade,,+ married,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_579.R,_start,,+ hours,+ grade,,+ married,+ south,+ smsa,+ c_city,,+ tenure
universe_580.R,_start,,+ hours,+ grade,,+ married,+ south,+ smsa,+ c_city,,
universe_581.R,_start,,+ hours,+ grade,,+ married,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_582.R,_start,,+ hours,+ grade,,+ married,+ south,+ smsa,,+ ttl_exp,
universe_583.R,_start,,+ hours,+ grade,,+ married,+ south,+ smsa,,,+ tenure
universe_584.R,_start,,+ hours,+ grade,,+ married,+ south,+ smsa,,,
universe_585.R,_start,,+ hours,+ grade,,+ married,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_586.R,_start,,+ hours,+ grade,,+ married,+ south,,+ c_city,+ ttl_exp,
universe_587.R,_start,,+ hours,+ grade,,+ married,+ south,,+ c_city,,+ tenure
universe_588.R,_start,,+ hours,+ grade,,+ married,+ south,,+ c_city,,
universe_589.R,_start,,+ hours,+ grade,,+ married,+ south,,,+ ttl_exp,+ tenure
universe_590.R,_start,,+ hours,+ grade,,+ married,+ south,,,+ ttl_exp,
universe_591.R,_start,,+ hours,+ grade,,+ married,+ south,,,,+ tenure
universe_592.R,_start,,+ hours,+ grade,,+ married,+ south,,,,
universe_593.R,_start,,+ hours,+ grade,,+ married,,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_594.R,_start,,+ hours,+ grade,,+ married,,+ smsa,+ c_city,+ ttl_exp,
universe_595.R,_start,,+ hours,+ grade,,+ married,,+ smsa,+ c_city,,+ tenure
universe_596.R,_start,,+ hours,+ grade,,+ married,,+ smsa,+ c_city,,
universe_597.R,_start,,+ hours,+ grade,,+ married,,+ smsa,,+ ttl_exp,+ tenure
universe_598.R,_start,,+ hours,+ grade,,+ married,,+ smsa,,+ ttl_exp,
universe_599.R,_start,,+ hours,+ grade,,+ married,,+ smsa,,,+ tenure
universe_600.R,_start,,+ hours,+ grade,,+ married,,+ smsa,,,
universe_601.R,_start,,+ hours,+ grade,,+ married,,,+ c_city,+ ttl_exp,+ tenure
universe_602.R,_start,,+ hours,+ grade,,+ married,,,+ c_city,+ ttl_exp,
universe_603.R,_start,,+ hours,+ grade,,+ married,,,+ c_city,,+ tenure
universe_604.R,_start,,+ hours,+ grade,,+ married,,,+ c_city,,
universe_605.R,_start,,+ hours,+ grade,,+ married,,,,+ ttl_exp,+ tenure
universe_606.R,_start,,+ hours,+ grade,,+ married,,,,+ ttl_exp,
universe_607.R,_start,,+ hours,+ grade,,+ married,,,,,+ tenure
universe_608.R,_start,,+ hours,+ grade,,+ married,,,,,
universe_609.R,_start,,+ hours,+ grade,,,+ south,+ smsa,+ c_city,+ ttl_exp,+ tenure
universe_610.R,_start,,+ hours,+ grade,,,+ south,+ smsa,+ c_city,+ ttl_exp,
universe_611.R,_start,,+ hours,+ grade,,,+ south,+ smsa,+ c_city,,+ tenure
universe_612.R,_start,,+ hours,+ grade,,,+ south,+ smsa,+ c_city,,
universe_613.R,_start,,+ hours,+ grade,,,+ south,+ smsa,,+ ttl_exp,+ tenure
universe_614.R,_start,,+ hours,+ grade,,,+ south,+ smsa,,+ ttl_exp,
universe_615.R,_start,,+ hours,+ grade,,,+ south,+ smsa,,,+ tenure
universe_616.R,_start,,+ hours,+ grade,,,+ south,+ smsa,,,
universe_617.R,_start,,+ hours,+ grade,,,+ south,,+ c_city,+ ttl_exp,+ tenure
universe_618.R,_start,,+ hours,+ grade,,,+ south,,+ c_city,+ ttl_exp,
universe_619.R,_start,,+ hours,+ grade,,,+ south,,+ c_city,,+ tenure
universe_620.R,_start,,+ hours,+ grade,,,+ south,,+ c_city,,
