idcode,union,hours,age,grade,collgrad,married,south,smsa,c_city,ttl_exp,tenure,wage
1358,nonunion,60.0,42,12.0,not college grad,married,0,nonSMSA,0,12.1410265,2.0833333,10.32206
1361,nonunion,40.0,41,17.0,college grad,married,0,SMSA,0,17.884615,2.1666667,17.02898
1362,nonunion,16.0,38,14.0,not college grad,married,0,SMSA,0,5.2628202,1.0,3.220612
1364,nonunion,50.0,39,16.0,college grad,married,0,SMSA,1,17.153847,3.0,13.937197
1366,,33.0,42,12.0,not college grad,married,0,SMSA,0,14.339743,1.3333334,3.3444817
1367,nonunion,40.0,43,15.0,not college grad,married,0,nonSMSA,0,13.666667,13.666667,4.025765
1370,nonunion,40.0,34,15.0,not college grad,single,0,SMSA,0,11.288462,11.25,8.904991
1371,nonunion,35.0,36,14.0,not college grad,married,0,SMSA,0,10.5,10.5,8.856684
1373,union,40.0,43,11.0,not college grad,married,0,SMSA,1,14.1410265,6.8333335,12.753378
1376,,40.0,39,12.0,not college grad,single,0,SMSA,0,13.217948,0.33333334,5.434783
1379,nonunion,40.0,43,12.0,not college grad,single,0,SMSA,1,16.442307,10.916667,10.12882
1380,union,40.0,37,11.0,not college grad,single,0,SMSA,1,15.346154,9.75,8.011269
1381,union,40.0,44,12.0,not college grad,married,0,SMSA,0,21.0,20.916666,11.272142
1384,nonunion,20.0,43,12.0,not college grad,married,0,SMSA,0,5.173077,2.3333333,3.220612
1385,nonunion,60.0,38,15.0,not college grad,single,0,SMSA,0,12.955129,0.6666667,6.1996756
1386,,32.0,35,11.0,not college grad,married,0,SMSA,0,4.4423075,0.16666667,3.7625415
1389,,40.0,37,11.0,not college grad,married,1,nonSMSA,0,5.8076925,0.5833333,3.0518394
1394,union,44.0,42,18.0,college grad,single,0,SMSA,0,15.903846,15.083333,9.500801
1396,union,40.0,41,18.0,college grad,married,0,SMSA,0,18.833334,18.833334,16.25603
1398,nonunion,50.0,36,17.0,college grad,single,0,SMSA,1,15.615385,12.833333,11.457324
1408,union,34.0,37,16.0,college grad,married,0,SMSA,1,12.935898,5.8333335,14.573262
1411,nonunion,30.0,40,12.0,not college grad,married,1,SMSA,0,16.089743,1.8333334,3.220612
1415,,8.0,38,16.0,college grad,married,0,SMSA,1,11.692307,3.9166667,9.677936
1418,nonunion,40.0,40,12.0,not college grad,married,0,SMSA,0,8.814103,3.75,5.925924
1420,union,40.0,40,12.0,not college grad,single,0,SMSA,1,17.403847,15.083333,8.816422
1426,nonunion,40.0,37,12.0,not college grad,single,1,SMSA,1,5.185898,3.0,4.830918
1427,nonunion,40.0,36,12.0,not college grad,married,0,SMSA,1,10.621796,3.0,4.58132
1428,union,40.0,42,18.0,college grad,single,0,SMSA,1,15.634616,7.25,19.434166
1434,,24.0,42,11.0,not college grad,single,1,nonSMSA,0,2.4294872,0.25,3.0017905
1435,nonunion,40.0,44,15.0,not college grad,married,1,SMSA,0,13.698718,2.25,8.904991
1436,nonunion,40.0,43,16.0,college grad,single,1,SMSA,0,7.7051277,0.9166667,4.2592573
1437,union,50.0,44,18.0,college grad,single,0,SMSA,0,8.711538,4.8333335,13.003217
1441,nonunion,42.0,39,13.0,not college grad,single,1,SMSA,1,15.923077,2.5,5.6360707
1448,union,40.0,37,12.0,not college grad,married,0,SMSA,0,7.5384617,2.8333333,3.6634455
1453,,40.0,39,12.0,not college grad,single,0,SMSA,0,10.089744,2.75,38.70926
1462,nonunion,50.0,42,16.0,college grad,single,0,SMSA,0,15.557693,4.3333335,8.671494
1465,,40.0,35,12.0,not college grad,single,0,SMSA,0,15.012821,1.25,6.336553
1469,,15.0,39,12.0,not college grad,married,0,SMSA,1,16.846153,0.6666667,4.180602
1470,nonunion,50.0,36,18.0,college grad,single,0,SMSA,1,11.442307,1.5,8.05153
1471,nonunion,25.0,35,17.0,college grad,married,0,SMSA,0,15.064102,12.75,11.723026
1475,nonunion,40.0,36,18.0,college grad,married,1,SMSA,0,13.820513,0.0,7.745568
1478,,40.0,38,8.0,not college grad,married,0,SMSA,1,5.6538463,1.1666666,3.3444817
1479,nonunion,35.0,43,16.0,college grad,married,0,SMSA,1,14.852565,13.666667,6.634459
1480,nonunion,45.0,41,16.0,college grad,single,0,SMSA,1,19.051281,9.0,20.64412
1482,nonunion,23.0,38,12.0,not college grad,married,0,SMSA,1,9.9423065,4.0,5.1046667
1484,nonunion,40.0,36,17.0,college grad,married,0,SMSA,0,13.903846,7.0833335,16.25603
1486,nonunion,32.0,40,12.0,not college grad,single,0,SMSA,0,13.538462,6.4166665,4.782608
1490,union,40.0,39,18.0,college grad,single,0,nonSMSA,0,16.01923,1.9166666,13.164245
1492,union,40.0,39,12.0,not college grad,single,0,nonSMSA,0,14.403846,0.33333334,12.007685
1494,union,40.0,38,12.0,not college grad,married,0,SMSA,0,16.134615,16.0,8.05153
1499,,40.0,35,12.0,not college grad,married,0,SMSA,0,13.519231,3.8333333,4.9114323
1500,,40.0,35,12.0,not college grad,married,1,SMSA,1,11.929487,1.9166666,2.801002
1505,nonunion,40.0,43,16.0,college grad,single,0,SMSA,1,18.038462,9.5,8.518515
1506,nonunion,40.0,38,13.0,not college grad,married,1,SMSA,1,6.628205,1.25,5.2818017
1507,nonunion,40.0,40,18.0,college grad,single,1,nonSMSA,0,14.288462,11.083333,10.217388
1508,nonunion,40.0,35,17.0,college grad,married,0,SMSA,1,14.564102,13.0,10.942026
1515,union,25.0,44,16.0,college grad,married,0,SMSA,0,4.4038463,2.1666667,6.231882
1519,,40.0,44,16.0,college grad,married,0,nonSMSA,0,8.576923,0.9166667,4.598662
1520,nonunion,43.0,41,12.0,not college grad,married,1,SMSA,1,18.423077,7.1666665,11.884054
1522,,15.0,36,12.0,not college grad,married,0,SMSA,1,5.230769,0.25,5.434783
1523,nonunion,40.0,36,12.0,not college grad,married,0,SMSA,1,15.878206,12.833333,6.441224
1525,,35.0,43,12.0,not college grad,married,0,SMSA,0,7.769231,0.75,4.4137006
1526,nonunion,30.0,42,11.0,not college grad,married,0,SMSA,0,2.121795,0.75,3.3011258
1529,nonunion,40.0,38,13.0,not college grad,married,0,SMSA,1,17.134615,5.0,5.9983873
1530,nonunion,28.0,38,10.0,not college grad,single,0,SMSA,1,6.6346154,4.0,11.195651
1531,nonunion,35.0,36,10.0,not college grad,married,0,SMSA,1,4.076923,1.4166666,2.3027365
1540,,16.0,39,12.0,not college grad,married,1,SMSA,1,14.057693,5.5833335,9.197324
1542,nonunion,40.0,43,12.0,not college grad,married,0,SMSA,1,14.916666,4.4166665,4.3880816
1543,union,40.0,43,18.0,college grad,married,0,nonSMSA,0,7.064102,3.8333333,10.450882
1545,nonunion,7.0,38,16.0,college grad,married,0,SMSA,1,11.038462,1.3333334,4.420288
1557,nonunion,40.0,39,12.0,not college grad,married,0,nonSMSA,0,13.865385,0.75,5.611914
1558,nonunion,40.0,36,12.0,not college grad,married,1,SMSA,1,13.0,5.8333335,4.8872786
1559,union,40.0,35,12.0,not college grad,married,0,SMSA,0,17.487177,9.583333,6.714973
1561,nonunion,40.0,35,14.0,not college grad,married,0,SMSA,0,11.076923,10.583333,7.801928
1562,nonunion,55.0,42,14.0,not college grad,married,1,SMSA,1,16.442308,4.25,6.223832
1563,union,60.0,39,18.0,college grad,married,0,SMSA,1,13.435897,2.75,6.70692
1564,nonunion,40.0,41,16.0,college grad,single,1,SMSA,1,12.576923,6.9166665,6.159419
1565,nonunion,45.0,39,13.0,not college grad,single,0,SMSA,0,15.192307,1.4166666,12.38325
1566,nonunion,40.0,39,14.0,not college grad,single,0,nonSMSA,0,11.128204,3.75,4.025765
1572,,40.0,40,12.0,not college grad,single,0,nonSMSA,0,16.48077,9.166667,4.8274837
1577,nonunion,24.0,41,15.0,not college grad,married,0,SMSA,1,6.2307696,,3.2850225
1578,,40.0,37,14.0,not college grad,single,1,SMSA,1,12.538461,1.5833334,38.70926
1580,,50.0,38,12.0,not college grad,married,0,nonSMSA,0,4.4615383,1.25,5.852843
1582,union,40.0,40,18.0,college grad,married,0,SMSA,1,14.166666,8.75,15.09662
1583,nonunion,35.0,39,17.0,college grad,married,0,SMSA,1,16.173077,9.75,6.634459
1585,,40.0,36,12.0,not college grad,married,0,SMSA,0,7.5833335,0.6666667,4.703177
1588,nonunion,24.0,43,13.0,not college grad,married,0,nonSMSA,0,10.083334,0.16666667,4.025765
1591,nonunion,42.0,36,14.0,not college grad,single,0,SMSA,0,8.942307,1.5833334,6.2640896
1595,nonunion,38.0,41,14.0,not college grad,married,0,SMSA,0,14.980769,7.4166665,7.536226
1596,nonunion,32.0,39,12.0,not college grad,married,0,SMSA,1,20.596153,20.583334,5.410626
1598,nonunion,36.0,44,12.0,not college grad,single,0,SMSA,0,7.5641026,2.0833333,3.3977435
1599,nonunion,50.0,42,16.0,college grad,married,1,SMSA,0,18.429485,11.166667,12.38325
1600,nonunion,53.0,42,11.0,not college grad,married,0,SMSA,0,15.198717,3.4166667,3.6231885
1603,nonunion,38.0,45,7.0,not college grad,married,0,nonSMSA,0,3.9102564,1.75,3.711753
1604,nonunion,40.0,37,12.0,not college grad,married,0,SMSA,1,7.0384617,3.5833333,3.7037024
1607,nonunion,38.0,39,14.0,not college grad,married,0,nonSMSA,0,16.346153,1.3333334,8.05153
1613,nonunion,20.0,38,12.0,not college grad,married,0,nonSMSA,0,8.782051,2.8333333,4.6698866
1614,nonunion,40.0,42,12.0,not college grad,married,1,SMSA,1,3.3910255,1.0,3.3444817
1616,nonunion,22.0,40,15.0,not college grad,married,0,nonSMSA,0,10.423077,6.4166665,7.0048285
1618,nonunion,40.0,34,12.0,not college grad,married,0,nonSMSA,0,10.134616,9.583333,4.7504005
1620,,5.0,45,12.0,not college grad,single,0,nonSMSA,0,9.288462,,2.4916961
1622,union,20.0,37,16.0,college grad,married,0,nonSMSA,0,14.038462,1.5833334,3.3091762
1623,nonunion,40.0,41,12.0,not college grad,married,0,nonSMSA,0,9.615385,6.0,4.5491123
1624,nonunion,15.0,39,16.0,college grad,married,0,nonSMSA,0,10.576923,2.4166667,10.732684
1625,nonunion,40.0,37,16.0,college grad,married,0,nonSMSA,0,8.570513,0.8333333,6.086955
1626,nonunion,45.0,35,12.0,not college grad,single,0,nonSMSA,0,15.923077,10.25,3.9855046
1628,union,10.0,35,12.0,not college grad,single,0,SMSA,0,7.980769,2.0,6.6889634
1630,,3.0,39,12.0,not college grad,single,0,nonSMSA,0,12.134615,5.0,3.3444817
1631,nonunion,32.0,39,13.0,not college grad,married,0,SMSA,0,10.615384,3.6666667,4.227053
1635,nonunion,24.0,44,12.0,not college grad,single,0,nonSMSA,0,8.070513,2.6666667,3.220612
1636,nonunion,8.0,40,12.0,not college grad,married,0,nonSMSA,0,9.76282,0.5833333,4.227053
1638,nonunion,26.0,41,13.0,not college grad,married,0,nonSMSA,0,7.647436,4.3333335,3.872784
1641,,15.0,36,16.0,college grad,married,0,SMSA,1,10.980769,0.9166667,3.0518394
1644,nonunion,38.0,36,16.0,college grad,married,0,nonSMSA,0,18.26923,14.833333,9.371979
1645,nonunion,40.0,35,12.0,not college grad,married,0,nonSMSA,0,10.692307,4.6666665,3.7198057
1646,nonunion,35.0,37,12.0,not college grad,single,0,nonSMSA,0,11.288462,3.4166667,2.657004
1647,nonunion,20.0,37,12.0,not college grad,married,0,SMSA,0,6.923077,3.75,3.9855046
1648,union,40.0,35,16.0,college grad,married,0,nonSMSA,0,14.826922,8.833333,8.904991
1649,,36.0,42,16.0,college grad,married,1,SMSA,0,16.038462,2.6666667,13.377926
1650,nonunion,40.0,40,11.0,not college grad,single,0,nonSMSA,0,2.6730769,0.16666667,2.8582926
1651,,20.0,41,15.0,not college grad,married,0,nonSMSA,0,12.660256,0.33333334,5.3511686
1653,nonunion,50.0,35,12.0,not college grad,married,0,SMSA,0,16.070513,10.5,9.734298
1654,nonunion,50.0,38,16.0,college grad,married,1,SMSA,0,16.833334,3.0,10.217388
1655,union,45.0,40,13.0,not college grad,married,0,SMSA,0,19.551283,19.5,13.969397
1656,union,40.0,40,12.0,not college grad,single,0,SMSA,1,19.666666,19.666666,6.779387
1659,nonunion,40.0,41,17.0,college grad,single,0,SMSA,1,16.320513,4.5,12.971002
1664,nonunion,60.0,38,17.0,college grad,married,0,SMSA,1,13.467948,8.333333,20.64412
1669,nonunion,36.0,35,14.0,not college grad,married,0,nonSMSA,0,16.064102,13.416667,10.104667
1671,nonunion,32.0,35,9.0,not college grad,single,0,nonSMSA,0,1.3269231,0.083333336,3.3444817
1674,nonunion,40.0,42,12.0,not college grad,married,0,SMSA,1,15.173077,3.75,6.5780983
1675,nonunion,40.0,42,12.0,not college grad,single,0,nonSMSA,0,10.826923,9.833333,4.830918
1683,nonunion,2.0,35,17.0,college grad,married,0,SMSA,0,11.8076935,3.3333333,18.19645
1686,nonunion,2.0,35,14.0,not college grad,married,0,nonSMSA,0,8.692307,6.0833335,6.441224
1688,,32.0,36,12.0,not college grad,single,0,nonSMSA,0,9.192307,3.5,5.0167227
1689,,40.0,39,12.0,not college grad,single,0,nonSMSA,0,13.75,0.41666666,2.801002
1690,,30.0,37,12.0,not college grad,married,0,nonSMSA,0,12.115385,2.8333333,3.3444817
1691,nonunion,38.0,35,12.0,not college grad,married,0,nonSMSA,0,18.73077,11.75,5.917873
1693,nonunion,30.0,40,12.0,not college grad,married,0,nonSMSA,0,8.756411,1.75,5.072463
1697,,60.0,37,12.0,not college grad,married,0,nonSMSA,0,14.448719,1.75,3.0991251
1701,nonunion,40.0,36,11.0,not college grad,married,0,SMSA,0,10.153846,0.75,5.2334948
1702,,30.0,35,12.0,not college grad,married,0,nonSMSA,0,6.5769234,0.16666667,2.801002
1703,nonunion,40.0,45,13.0,not college grad,single,0,SMSA,1,12.961538,1.75,4.8792253
1707,nonunion,39.0,38,9.0,not college grad,married,0,nonSMSA,0,11.461538,4.4166665,7.149757
1710,nonunion,45.0,40,18.0,college grad,single,0,nonSMSA,0,14.833333,14.833333,8.599029
1712,nonunion,40.0,40,13.0,not college grad,married,0,nonSMSA,0,8.826923,2.4166667,3.6634455
1713,,40.0,38,8.0,not college grad,married,0,SMSA,1,6.3461537,1.5833334,6.0386477
1714,,40.0,35,14.0,not college grad,married,0,nonSMSA,0,13.173077,6.9166665,5.7483277
1716,,40.0,35,16.0,college grad,married,0,SMSA,1,14.9743595,7.8333335,6.6889634
1719,nonunion,50.0,39,14.0,not college grad,married,0,SMSA,0,18.25,15.833333,11.9243145
1721,nonunion,42.0,40,13.0,not college grad,married,0,nonSMSA,0,17.358974,5.0,4.5088553
1724,nonunion,38.0,40,18.0,college grad,married,0,SMSA,0,17.673077,9.25,12.222217
1725,nonunion,40.0,42,16.0,college grad,married,0,SMSA,0,19.442307,6.3333335,15.48309
1729,nonunion,40.0,38,15.0,not college grad,married,0,nonSMSA,0,11.884616,4.0833335,3.8244765
1732,,32.0,34,12.0,not college grad,single,0,nonSMSA,0,6.532051,0.33333334,2.8180354
1737,nonunion,37.0,41,12.0,not college grad,single,0,nonSMSA,0,15.557693,10.416667,4.7504005
1738,nonunion,20.0,40,12.0,not college grad,married,0,nonSMSA,0,14.910255,1.75,3.5829282
1740,nonunion,15.0,44,12.0,not college grad,married,0,nonSMSA,0,13.461538,5.8333335,3.6231885
1742,,20.0,39,18.0,college grad,single,0,SMSA,0,15.378205,0.9166667,8.361203
1743,nonunion,55.0,41,12.0,not college grad,married,1,SMSA,0,16.826923,3.75,8.446053
1746,nonunion,40.0,42,12.0,not college grad,single,0,SMSA,0,18.23077,5.25,17.665049
1748,union,50.0,43,16.0,college grad,single,0,nonSMSA,0,20.333334,20.333334,8.357487
1749,nonunion,23.0,36,12.0,not college grad,married,0,SMSA,0,4.480769,2.75,5.2495947
1750,nonunion,45.0,44,12.0,not college grad,married,0,SMSA,0,4.9358974,1.5,6.8840547
1752,,20.0,34,14.0,not college grad,married,0,SMSA,0,7.1217947,0.75,4.830918
1754,nonunion,35.0,42,16.0,college grad,married,1,SMSA,0,12.942307,5.0833335,10.483089
1755,nonunion,40.0,35,12.0,not college grad,married,0,nonSMSA,0,11.192307,8.833333,5.6360707
1758,nonunion,40.0,40,12.0,not college grad,married,1,SMSA,1,12.538462,5.8333335,7.3510447
1759,nonunion,50.0,40,12.0,not college grad,married,0,nonSMSA,0,8.2756405,4.25,5.2737517
1760,nonunion,40.0,36,16.0,college grad,married,0,nonSMSA,0,11.769231,0.5,8.988295
1761,union,55.0,36,17.0,college grad,single,0,nonSMSA,0,13.916667,13.916667,4.9033785
1762,nonunion,35.0,38,12.0,not college grad,single,0,nonSMSA,0,7.884615,2.6666667,3.79227
1763,nonunion,20.0,39,18.0,college grad,single,0,SMSA,0,16.634615,0.0,4.025765
1764,union,40.0,38,12.0,not college grad,married,0,nonSMSA,0,13.038462,4.1666665,11.151368
1765,nonunion,32.0,43,12.0,not college grad,married,0,nonSMSA,0,12.211538,8.75,4.6698866
1767,nonunion,16.0,36,17.0,college grad,married,0,SMSA,0,6.160257,3.25,3.0193238
1769,nonunion,40.0,38,14.0,not college grad,single,0,nonSMSA,0,20.833334,20.833334,12.38325
1770,union,40.0,37,12.0,not college grad,married,0,nonSMSA,0,17.903847,17.75,5.8615127
1776,,40.0,38,15.0,not college grad,married,0,nonSMSA,0,15.711538,7.1666665,40.198082
1777,union,40.0,40,11.0,not college grad,married,0,nonSMSA,0,16.583334,16.583334,13.550715
1778,union,48.0,44,12.0,not college grad,married,0,nonSMSA,0,19.833334,19.833334,10.628017
1779,nonunion,30.0,38,16.0,college grad,married,0,nonSMSA,0,14.75,14.75,5.6763277
1780,union,48.0,43,12.0,not college grad,married,0,nonSMSA,0,20.391026,16.5,11.851846
1784,nonunion,40.0,35,14.0,not college grad,single,0,SMSA,0,14.519232,4.4166665,9.677936
1785,nonunion,40.0,39,11.0,not college grad,single,0,nonSMSA,0,15.647435,7.6666665,4.227053
1786,nonunion,40.0,43,12.0,not college grad,married,0,SMSA,0,7.7179484,1.9166666,4.790658
1787,nonunion,35.0,38,12.0,not college grad,married,0,SMSA,0,7.826923,1.5,4.7262473
1788,nonunion,20.0,37,12.0,not college grad,married,0,nonSMSA,0,5.3525643,0.75,2.777777
1790,,15.0,40,12.0,not college grad,married,0,SMSA,0,8.089744,0.5833333,3.5842295
1791,,40.0,34,12.0,not college grad,single,0,SMSA,0,13.551281,7.1666665,2.090301
1792,nonunion,26.0,35,12.0,not college grad,single,0,SMSA,0,6.0576925,1.8333334,3.260869
1796,nonunion,40.0,36,12.0,not college grad,married,0,SMSA,0,8.692307,1.3333334,3.0193238
1801,nonunion,24.0,39,12.0,not college grad,married,0,nonSMSA,0,17.02564,0.0,7.21417
1802,nonunion,46.0,36,12.0,not college grad,married,0,nonSMSA,0,18.846153,13.666667,6.481478
1804,,40.0,41,13.0,not college grad,married,0,nonSMSA,0,10.198719,2.1666667,40.198082
1805,nonunion,35.0,40,16.0,college grad,married,0,nonSMSA,0,15.993589,0.0,10.7729435
1807,union,40.0,38,16.0,college grad,married,0,nonSMSA,0,16.576923,3.75,10.257647
1810,nonunion,24.0,36,15.0,college grad,married,0,nonSMSA,0,15.0256405,15.0,10.958127
1814,nonunion,40.0,42,13.0,not college grad,married,1,SMSA,0,7.788461,4.8333335,8.28502
1815,nonunion,45.0,45,12.0,not college grad,single,0,SMSA,1,13.25,2.1666667,6.191625
1817,union,40.0,36,12.0,not college grad,married,0,SMSA,1,17.75,17.75,7.5281787
1818,nonunion,40.0,41,12.0,not college grad,single,0,nonSMSA,0,10.134615,6.9166665,5.418679
1819,union,40.0,43,12.0,not college grad,single,0,SMSA,1,13.884615,13.833333,5.6360707
1822,nonunion,40.0,45,14.0,not college grad,single,0,SMSA,1,21.083334,21.083334,8.904991
1823,nonunion,40.0,36,16.0,college grad,married,0,SMSA,0,11.384615,8.833333,9.85507
1825,nonunion,33.0,44,12.0,not college grad,married,0,SMSA,1,9.076923,0.083333336,3.220612
1826,nonunion,40.0,39,12.0,not college grad,married,0,SMSA,0,11.532051,4.5833335,5.418679
1827,union,40.0,38,18.0,college grad,married,0,SMSA,0,10.897436,3.8333333,9.299514
1828,nonunion,44.0,37,12.0,not college grad,married,0,SMSA,0,15.903846,15.833333,9.613523
1829,nonunion,8.0,41,12.0,not college grad,married,0,SMSA,0,6.0576925,1.4166666,5.8051524
1830,union,48.0,39,18.0,college grad,married,0,SMSA,0,16.98077,8.583333,10.644117
1831,,30.0,41,12.0,not college grad,single,1,nonSMSA,0,6.5769234,1.5833334,1.6806006
1833,nonunion,48.0,38,13.0,not college grad,single,0,SMSA,0,17.75,6.1666665,10.483089
1842,nonunion,40.0,44,12.0,not college grad,married,0,SMSA,1,16.326923,8.666667,6.988722
1843,nonunion,40.0,43,12.0,not college grad,single,0,SMSA,0,18.801283,13.5,5.032206
1845,nonunion,44.0,40,11.0,not college grad,married,0,SMSA,0,8.512821,1.25,4.227053
1847,nonunion,40.0,40,11.0,not college grad,single,0,SMSA,0,3.4615383,0.6666667,2.777777
1853,nonunion,50.0,36,11.0,not college grad,married,1,SMSA,1,8.929487,8.916667,7.737515
1854,nonunion,30.0,35,14.0,not college grad,married,1,SMSA,0,3.3653846,0.6666667,3.0100322
1856,union,40.0,35,12.0,not college grad,married,0,SMSA,0,9.679487,4.4166665,11.537839
1857,nonunion,40.0,44,9.0,not college grad,single,0,SMSA,0,5.8782053,3.0833333,3.0595808
1858,nonunion,35.0,40,12.0,not college grad,married,0,SMSA,0,14.673077,4.8333335,3.6231885
1860,nonunion,45.0,35,14.0,not college grad,married,0,SMSA,0,17.557692,1.75,16.529789
1863,union,30.0,39,12.0,not college grad,married,0,nonSMSA,0,17.083334,17.083334,20.64412
1864,nonunion,40.0,39,12.0,not college grad,single,0,nonSMSA,0,15.653846,10.416667,6.8035407
1865,union,50.0,40,17.0,college grad,married,1,SMSA,1,15.602563,0.8333333,6.6908193
1866,nonunion,32.0,37,15.0,not college grad,married,0,SMSA,1,15.666667,15.666667,13.405793
1867,nonunion,32.0,35,11.0,not college grad,single,0,nonSMSA,0,16.448717,16.416666,5.016103
1868,nonunion,5.0,43,6.0,not college grad,single,0,nonSMSA,0,18.961536,3.3333333,2.777777
1872,nonunion,40.0,40,9.0,not college grad,single,0,nonSMSA,0,4.9038463,0.083333336,3.220612
1873,nonunion,25.0,43,12.0,not college grad,married,0,nonSMSA,0,18.423077,4.1666665,2.0128825
1875,nonunion,27.0,41,13.0,not college grad,married,0,nonSMSA,0,8.0,3.1666667,2.294685
1876,nonunion,40.0,37,15.0,not college grad,married,1,SMSA,0,14.192307,0.5,10.466988
1878,nonunion,40.0,41,18.0,college grad,married,1,SMSA,0,11.596154,1.6666666,11.223828
1879,nonunion,12.0,35,16.0,college grad,married,0,SMSA,0,6.724359,0.33333334,2.801002
1880,nonunion,20.0,37,14.0,not college grad,married,0,SMSA,0,9.961538,3.25,10.2657
1881,,40.0,37,12.0,not college grad,married,0,SMSA,0,19.775639,7.0833335,5.434783
1882,nonunion,40.0,40,12.0,not college grad,married,0,SMSA,0,15.814102,2.0833333,9.677936
1883,nonunion,32.0,42,9.0,not college grad,single,0,SMSA,0,12.134616,7.4166665,3.0434775
1884,nonunion,38.0,44,16.0,college grad,married,0,SMSA,0,12.980769,4.1666665,5.8695626
1886,nonunion,30.0,36,12.0,not college grad,single,0,SMSA,0,7.6153846,2.3333333,8.05153
1890,nonunion,40.0,35,12.0,not college grad,single,0,SMSA,0,15.371796,11.25,11.610305
1891,union,40.0,40,12.0,not college grad,married,0,SMSA,0,19.0,6.0833335,8.05153
1892,,15.0,41,12.0,not college grad,married,0,SMSA,0,14.346154,4.6666665,6.6889634
1894,nonunion,40.0,39,13.0,not college grad,married,0,SMSA,0,16.942308,11.666667,8.429946
1895,nonunion,48.0,39,12.0,not college grad,single,0,SMSA,0,17.999998,5.4166665,10.998388
1896,nonunion,40.0,36,13.0,not college grad,married,0,SMSA,0,14.423077,0.083333336,4.5088553
1899,union,60.0,41,17.0,college grad,married,0,SMSA,0,11.442307,1.8333334,5.161031
1905,union,50.0,44,18.0,college grad,married,0,nonSMSA,0,14.384615,2.8333333,6.191625
1910,union,50.0,39,17.0,college grad,married,0,nonSMSA,0,16.01923,15.833333,6.5056314
1911,nonunion,40.0,38,12.0,not college grad,married,1,nonSMSA,0,10.301281,6.8333335,5.555554
1915,nonunion,40.0,40,18.0,college grad,married,0,SMSA,0,17.288462,11.833333,11.996774
1918,nonunion,22.0,44,12.0,not college grad,married,0,SMSA,0,18.846153,18.833334,6.76328
1921,,40.0,44,12.0,not college grad,single,0,SMSA,0,26.846151,20.5,40.198082
1925,union,38.0,34,12.0,not college grad,married,0,SMSA,0,13.884616,9.333333,6.5056314
1926,nonunion,30.0,41,12.0,not college grad,married,1,SMSA,0,10.173077,1.75,5.6360707
1927,,8.0,38,12.0,not college grad,married,0,SMSA,0,13.108974,1.9166666,13.687601
1928,union,40.0,45,17.0,college grad,single,0,SMSA,0,18.833334,18.833334,17.02898
1929,union,55.0,36,16.0,college grad,married,0,SMSA,0,15.865385,14.833333,7.1578097
1930,nonunion,40.0,41,16.0,college grad,married,0,SMSA,0,12.878205,6.75,10.8373575
1932,,56.0,45,12.0,not college grad,single,0,SMSA,0,14.673077,3.25,7.178227
1934,nonunion,30.0,40,13.0,not college grad,married,0,nonSMSA,0,7.9615383,0.16666667,11.669997
1939,,30.0,39,12.0,not college grad,single,0,SMSA,1,10.929487,7.4166665,3.6231885
1941,nonunion,40.0,34,12.0,not college grad,married,0,SMSA,1,12.743589,7.4166665,2.7858286
1944,nonunion,40.0,37,11.0,not college grad,single,0,SMSA,1,10.833333,10.833333,5.53945
1949,nonunion,15.0,40,12.0,not college grad,single,0,SMSA,1,11.217949,3.3333333,3.864734
1951,,25.0,42,10.0,not college grad,single,0,SMSA,0,12.0,0.0,3.3602147
1953,nonunion,7.0,35,12.0,not college grad,single,0,SMSA,1,0.40384614,0.16666667,1.610306
1957,nonunion,40.0,37,12.0,not college grad,married,0,SMSA,0,8.025641,5.5,3.872784
1958,union,40.0,35,12.0,not college grad,married,0,SMSA,0,10.538462,4.9166665,12.077295
1959,nonunion,24.0,41,12.0,not college grad,single,0,SMSA,1,4.801282,2.3333333,3.5426712
1962,,15.0,45,13.0,not college grad,married,0,SMSA,0,14.429487,14.166667,2.7616735
1964,,50.0,45,12.0,not college grad,married,0,nonSMSA,0,18.096153,14.083333,5.434783
1965,,40.0,35,12.0,not college grad,married,0,SMSA,1,18.211538,1.0,40.198082
1967,union,50.0,40,18.0,college grad,single,1,SMSA,1,15.762821,3.0,11.457324
1968,union,40.0,35,16.0,college grad,married,1,nonSMSA,0,11.423077,8.833333,9.29146
1970,nonunion,20.0,44,12.0,not college grad,married,0,nonSMSA,0,9.262821,3.4166667,2.7858286
1973,,40.0,36,12.0,not college grad,single,0,nonSMSA,0,7.9358974,6.6666665,7.734114
1974,union,45.0,34,17.0,college grad,married,0,SMSA,0,11.429486,0.75,8.260865
1982,nonunion,40.0,37,16.0,college grad,single,0,SMSA,1,17.211538,9.333333,12.479871
1988,,23.0,42,14.0,not college grad,single,0,nonSMSA,0,15.858975,4.4166665,5.6360707
1989,,20.0,43,12.0,not college grad,married,1,SMSA,0,0.9679487,0.16666667,8.361203
1990,nonunion,40.0,39,12.0,not college grad,married,0,SMSA,0,15.538462,0.0,5.0241528
1994,nonunion,25.0,38,12.0,not college grad,married,0,nonSMSA,0,10.461538,3.9166667,3.6231885
1995,nonunion,40.0,37,11.0,not college grad,married,0,SMSA,1,6.8782053,3.8333333,4.5088553
1996,nonunion,39.0,45,12.0,not college grad,married,0,SMSA,0,13.339743,2.8333333,7.286631
1998,nonunion,22.0,37,14.0,not college grad,married,0,SMSA,0,11.615385,6.6666665,4.219
